Incident_SK,Incident_ID,Date_Key,Operation_Key,Limit_Key,Vendor_Key,Downtime_Minutes,MTTR_Minutes,Impacted_Txns_Count,Financial_Loss_AUD,Is_Peak_Hour,Incident_Classification,Is_Invalid_Column,Data_Quality_Case
743,INC-000728,20251010,2,2,3.0,48.9,2497.0,3714,110170.94,False,Third-Party/Vendor Outage,True,extended_mttr_outlier
744,INC-000729,20240403,4,4,7.0,12.4,22.4,924,34000.49,False,Network/Telco Failure,False,successful
745,INC-000730,20250120,6,6,6.0,15.3,16.9,1058,33063.93,False,Third-Party/Vendor Outage,False,successful
746,INC-000731,20250409,6,6,4.0,25.0,54.8,1464,55519.77,False,Software Deployment Bug,False,successful
747,INC-000732,20240610,7,7,6.0,0.0,6.5,0,0.0,False,Software Deployment Bug,True,false_alert
748,INC-000733,20241115,6,6,7.0,51.1,64.3,4675,172499.35,True,Software Deployment Bug,False,successful
749,INC-000734,20250804,5,5,1.0,59.3,0.0,2611,75339.25,False,Internal Infrastructure Failure,False,self_resolved
750,INC-000735,20250902,10,10,6.0,68.5,121.2,864,20523.76,False,Third-Party/Vendor Outage,False,successful
751,INC-000736,20240223,1,1,7.0,43.5,43.6,1846,19547.89,False,Network/Telco Failure,False,successful
752,INC-000737,20240610,1,1,3.0,16.9,17.5,870,11027.49,False,Third-Party/Vendor Outage,False,successful
753,INC-000738,20251121,9,9,4.0,21.0,0.0,231,3321.11,False,Third-Party/Vendor Outage,False,self_resolved
754,INC-000739,20241005,3,3,7.0,3.0,13.0,137,1544.88,False,Third-Party/Vendor Outage,False,successful
755,INC-000740,20251108,4,4,3.0,24.7,26.0,3242,103012.17,True,Third-Party/Vendor Outage,False,successful
756,INC-000741,20250512,8,8,3.0,39.9,64.6,751,18588.25,False,Third-Party/Vendor Outage,False,successful
757,INC-000742,20250228,3,3,4.0,49.7,52.3,2276,24183.16,False,Software Deployment Bug,True,duplicate_source
758,INC-000742,20250228,3,3,4.0,49.7,52.8,2276,24183.16,False,Software Deployment Bug,True,duplicate_source
759,INC-000743,20240808,6,6,8.0,30.3,31.8,1896,69200.18,False,Third-Party/Vendor Outage,False,successful
760,INC-000744,20241219,1,1,1.0,35.8,42.9,1583,23144.24,False,Internal Infrastructure Failure,False,successful
761,INC-000745,20250316,3,3,6.0,14.1,17.2,1068,13934.28,False,Third-Party/Vendor Outage,False,successful
762,INC-000746,20241017,4,4,,6.7,8.8,286,10894.92,False,Internal Infrastructure Failure,True,missing_data
763,INC-000747,20251125,1,1,1.0,14.8,19.6,1212,16077.49,True,Internal Infrastructure Failure,False,successful
764,INC-000748,20251125,3,3,4.0,22.4,0.0,1612,16757.2,False,Third-Party/Vendor Outage,False,self_resolved
765,INC-000749,20250623,4,4,8.0,11.2,27.6,553,21072.32,False,Software Deployment Bug,False,successful
766,INC-000750,20240216,6,6,8.0,6.4,7.6,817,25103.38,True,Network/Telco Failure,False,successful
767,INC-000751,20250208,3,3,1.0,6.7,0.0,502,5084.11,False,Internal Infrastructure Failure,False,self_resolved
768,INC-000752,20250905,2,2,3.0,40.0,23.8,1975,76984.06,False,Third-Party/Vendor Outage,True,logging_error
769,INC-000753,20240108,2,2,5.0,7.0,27.4,364,12857.44,False,Network/Telco Failure,False,successful
770,INC-000754,20241104,3,3,4.0,5.5,0.0,652,7264.68,True,Network/Telco Failure,False,self_resolved
771,INC-000755,20240520,9,9,4.0,13.4,22.3,423,5537.03,True,Software Deployment Bug,False,successful
772,INC-000756,20241023,2,2,6.0,7.8,16.0,484,,False,Software Deployment Bug,True,missing_data
773,INC-000757,20240502,2,2,5.0,16.4,11.8,917,28138.21,False,Third-Party/Vendor Outage,True,logging_error
774,INC-000758,20250524,5,5,8.0,11.3,25.0,657,21275.96,False,Third-Party/Vendor Outage,False,successful
775,INC-000759,20240628,3,3,4.0,53.7,59.6,3030,33168.7,False,Network/Telco Failure,False,successful
776,INC-000760,20250124,4,4,1.0,12.6,19.1,1654,52540.91,True,Internal Infrastructure Failure,False,successful
777,INC-000761,20250629,4,4,1.0,6.1,3.7,427,13630.41,False,Internal Infrastructure Failure,True,logging_error
778,INC-000762,20251221,3,3,6.0,43.1,47.6,2601,33807.18,False,Network/Telco Failure,False,successful
779,INC-000763,20250527,6,6,2.0,37.6,0.0,3590,103772.05,True,Software Deployment Bug,False,self_resolved
780,INC-000764,20240314,3,3,1.0,4.8,5.4,363,3647.26,False,Internal Infrastructure Failure,False,successful
781,INC-000765,20250210,5,5,1.0,7.4,19.0,401,12402.92,False,Internal Infrastructure Failure,True,duplicate_source
782,INC-000765,20250210,5,5,1.0,7.4,20.2,401,12402.92,False,Internal Infrastructure Failure,True,duplicate_source
783,INC-000766,20240213,4,4,1.0,29.2,51.4,2034,60084.39,False,Internal Infrastructure Failure,False,successful
784,INC-000767,20250322,4,4,5.0,21.7,42.5,2223,91949.69,True,Third-Party/Vendor Outage,False,successful
785,INC-000768,20250415,2,2,3.0,22.8,22.9,2700,77201.39,True,Third-Party/Vendor Outage,False,successful
786,INC-000769,20241116,3,3,8.0,31.1,0.0,4090,49837.06,True,Third-Party/Vendor Outage,False,self_resolved
787,INC-000770,20250810,10,10,8.0,30.9,38.3,1042,17672.44,True,Third-Party/Vendor Outage,False,successful
788,INC-000771,20251227,6,6,7.0,40.1,14.1,2583,73214.44,False,Third-Party/Vendor Outage,True,logging_error
789,INC-000772,20241023,8,8,1.0,14.2,17.9,397,9025.96,True,Internal Infrastructure Failure,False,successful
790,INC-000773,20240427,6,6,4.0,22.1,0.0,1916,61271.53,True,Third-Party/Vendor Outage,False,self_resolved
791,INC-000774,20240122,4,4,5.0,4.2,13.2,297,,False,Software Deployment Bug,True,missing_data
792,INC-000775,20240624,3,3,1.0,21.7,23.7,1491,,False,Internal Infrastructure Failure,True,missing_data
793,INC-000776,20250924,4,4,3.0,7.1,7.3,530,15773.52,False,Third-Party/Vendor Outage,False,successful
794,INC-000777,20251207,4,4,8.0,47.9,55.3,2929,87029.82,False,Software Deployment Bug,False,successful
795,INC-000778,20240331,10,10,2.0,11.0,11.9,292,6659.26,True,Third-Party/Vendor Outage,False,successful
796,INC-000779,20240418,6,6,6.0,18.8,23.4,2240,75260.53,True,Network/Telco Failure,False,successful
797,INC-000780,20250322,2,2,5.0,37.0,48.8,2696,76385.24,False,Third-Party/Vendor Outage,True,duplicate_source
798,INC-000780,20250322,2,2,5.0,37.0,49.8,2696,76385.24,False,Third-Party/Vendor Outage,True,duplicate_source
799,INC-000781,20250620,5,5,,4.4,9.1,261,10917.3,False,Internal Infrastructure Failure,True,missing_data
800,INC-000782,20240321,3,3,5.0,36.7,60.3,3928,56109.58,True,Third-Party/Vendor Outage,False,successful
801,INC-000783,20241113,2,2,7.0,57.1,68.2,3049,126851.01,False,Software Deployment Bug,False,successful
802,INC-000784,20240814,1,1,7.0,14.9,0.0,1667,20021.81,True,Software Deployment Bug,False,self_resolved
803,INC-000785,20240621,5,5,1.0,3083.0,26.3,238794,9736163.53,False,Data/Logging Anomaly,True,outlier_downtime
804,INC-000786,20240319,5,5,6.0,6.3,158.3,704,27434.95,True,Third-Party/Vendor Outage,True,extended_mttr_outlier
805,INC-000787,20250627,2,2,5.0,16.8,0.0,1015,30760.84,False,Network/Telco Failure,False,self_resolved
806,INC-000788,20241223,2,2,8.0,8.7,10.0,1041,40349.93,True,Software Deployment Bug,False,successful
807,INC-000789,20251022,8,8,1.0,19.3,27.3,545,10578.29,True,Internal Infrastructure Failure,False,successful
808,INC-000790,20240531,1,1,5.0,6.9,10.6,891,10395.99,True,Network/Telco Failure,False,successful
809,INC-000791,20240415,6,6,6.0,8.2,13.5,504,19128.97,False,Network/Telco Failure,False,successful
810,INC-000792,20240919,4,4,4.0,23.9,24.7,1838,58771.61,True,Network/Telco Failure,False,successful
811,INC-000793,20240626,6,6,3.0,8.8,16.6,515,14839.63,False,Network/Telco Failure,True,duplicate_source
812,INC-000793,20240626,6,6,3.0,8.8,15.1,515,14839.63,False,Network/Telco Failure,True,duplicate_source
813,INC-000794,20251102,5,5,4.0,36.3,0.0,2549,91226.12,False,Third-Party/Vendor Outage,False,self_resolved
814,INC-000795,20240630,3,3,3.0,54.0,68.4,6238,75426.0,True,Third-Party/Vendor Outage,False,successful
815,INC-000796,20250420,9,9,3.0,18.8,21.0,228,2900.2,False,Third-Party/Vendor Outage,False,successful
816,INC-000797,20251128,4,4,1.0,25.5,31.0,1873,57385.78,False,Internal Infrastructure Failure,False,successful
817,INC-000798,20250801,5,5,5.0,27.2,29.4,1844,67620.17,False,Software Deployment Bug,True,duplicate_source
818,INC-000798,20250801,5,5,5.0,27.2,30.8,1844,67620.17,False,Software Deployment Bug,True,duplicate_source
819,INC-000799,20251004,4,4,2.0,21.6,40.5,2504,81773.24,True,Software Deployment Bug,False,successful
820,INC-000800,20240603,1,1,8.0,17.1,0.0,1131,14588.35,False,Third-Party/Vendor Outage,False,self_resolved
821,INC-000801,20240310,3,3,1.0,11.9,9.5,617,7782.69,False,Internal Infrastructure Failure,True,logging_error
822,INC-000802,20250425,4,4,8.0,43.2,64.6,3254,128882.51,False,Third-Party/Vendor Outage,False,successful
823,INC-000803,20251008,5,5,2.0,27.3,0.0,2072,82330.27,False,Software Deployment Bug,False,self_resolved
824,INC-000804,20241008,4,4,8.0,30.9,18.5,1343,49090.43,False,Third-Party/Vendor Outage,True,logging_error
825,INC-000805,20241226,5,5,5.0,107.7,0.0,7288,224988.62,False,Third-Party/Vendor Outage,False,self_resolved
826,INC-000806,20241113,5,5,4.0,0.0,0.0,104,3277.44,False,Third-Party/Vendor Outage,True,ghost_impact
827,INC-000807,20250407,6,6,8.0,3.1,11.4,294,12050.12,True,Third-Party/Vendor Outage,False,successful
828,INC-000808,20240228,3,3,6.0,29.0,31.2,2970,32621.03,True,Software Deployment Bug,False,successful
829,INC-000809,20241020,8,8,1.0,57.8,108.7,1823,34799.41,True,Internal Infrastructure Failure,False,successful
830,INC-000810,20240319,6,6,3.0,3.2,8.6,157,5130.93,False,Third-Party/Vendor Outage,False,successful
831,INC-000811,20250921,4,4,8.0,7448.7,67.3,313419,10708336.74,False,Data/Logging Anomaly,True,outlier_downtime
832,INC-000812,20250418,3,3,8.0,134.9,140.3,8157,114822.35,False,Third-Party/Vendor Outage,False,successful
833,INC-000813,20250405,6,6,7.0,84.7,100.9,11268,403595.44,True,Network/Telco Failure,False,successful
834,INC-000814,20241125,4,4,5.0,10.4,0.0,799,29440.59,False,Third-Party/Vendor Outage,False,self_resolved
835,INC-000815,20250528,5,5,1.0,0.0,14.4,0,0.0,True,Internal Infrastructure Failure,True,false_alert
836,INC-000816,20240603,5,5,6.0,11.7,23.8,627,25123.53,False,Third-Party/Vendor Outage,False,successful
837,INC-000817,20250406,7,7,8.0,10.4,16.0,151,3168.44,False,Third-Party/Vendor Outage,False,successful
838,INC-000818,20241217,6,6,7.0,114.7,125.1,8265,339950.52,False,Third-Party/Vendor Outage,False,successful
839,INC-000819,20250531,4,4,2.0,83.3,102.7,4604,158238.83,False,Network/Telco Failure,False,successful
840,INC-000820,20240210,6,6,4.0,11.7,438.1,895,34660.11,False,Network/Telco Failure,True,extended_mttr_outlier
841,INC-000821,20251225,2,2,6.0,11.5,0.0,585,16693.95,False,Third-Party/Vendor Outage,False,self_resolved
842,INC-000822,20250325,2,2,4.0,8.3,2.8,507,14920.53,False,Network/Telco Failure,True,logging_error
843,INC-000823,20250107,6,6,4.0,11.8,5.8,732,29565.51,False,Software Deployment Bug,True,logging_error
844,INC-000824,20241016,9,9,5.0,0.0,11.3,0,0.0,False,Third-Party/Vendor Outage,True,false_alert
845,INC-000825,20250222,7,7,8.0,17.3,18.2,498,11499.35,True,Software Deployment Bug,False,successful
846,INC-000826,20251126,8,8,4.0,16.9,18.0,276,4990.59,False,Third-Party/Vendor Outage,False,successful
847,INC-000827,20251008,6,6,6.0,4.0,13.8,414,17092.74,True,Software Deployment Bug,False,successful
848,INC-000828,20240308,5,5,7.0,54.1,55.2,3876,132919.03,False,Software Deployment Bug,True,duplicate_source
849,INC-000828,20240308,5,5,7.0,54.1,55.1,3876,132919.03,False,Software Deployment Bug,True,duplicate_source
850,INC-000829,20240406,5,5,3.0,0.0,9.3,0,0.0,True,Third-Party/Vendor Outage,True,false_alert
851,INC-000830,20241017,1,1,1.0,8.1,16.8,457,5095.79,False,Internal Infrastructure Failure,False,successful
852,INC-000831,20240915,8,8,2.0,-14.1,16.0,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
853,INC-000832,20241207,1,1,5.0,22.0,29.7,2097,27797.06,True,Third-Party/Vendor Outage,False,successful
854,INC-000833,20250819,6,6,2.0,9.5,15.5,634,22177.75,False,Network/Telco Failure,False,successful
855,INC-000834,20241224,10,10,5.0,7.4,13.6,95,2340.3,False,Software Deployment Bug,False,successful
856,INC-000835,20251102,6,6,7.0,53.2,55.1,4727,145184.43,True,Third-Party/Vendor Outage,False,successful
857,INC-000836,20240512,6,6,,9.3,19.8,490,,False,Internal Infrastructure Failure,True,missing_data
858,INC-000837,20250901,1,1,1.0,-49.4,50.0,0,0.0,True,Data/Logging Anomaly,True,negative_downtime
859,INC-000838,20251226,1,1,8.0,24.7,30.9,2053,25726.03,True,Third-Party/Vendor Outage,False,successful
860,INC-000839,20241113,9,9,6.0,8.8,0.0,238,3583.67,True,Third-Party/Vendor Outage,False,self_resolved
861,INC-000840,20251020,3,3,2.0,6.5,19.3,694,9392.55,True,Software Deployment Bug,False,successful
862,INC-000841,20240510,4,4,8.0,22.1,38.9,1287,36879.98,False,Third-Party/Vendor Outage,False,successful
863,INC-000842,20251023,5,5,7.0,12.1,8.8,952,32486.73,True,Third-Party/Vendor Outage,True,logging_error
864,INC-000843,20250604,2,2,8.0,17.1,26.7,842,26356.83,False,Software Deployment Bug,False,successful
865,INC-000844,20240119,3,3,3.0,11.4,15.0,1329,14666.85,True,Software Deployment Bug,False,successful
866,INC-000845,20241112,7,7,3.0,12.2,16.4,299,6823.21,True,Network/Telco Failure,False,successful
867,INC-000846,20240807,3,3,1.0,36.0,39.1,3319,37312.61,True,Internal Infrastructure Failure,False,successful
868,INC-000847,20241215,5,5,1.0,6.0,15.6,463,18654.24,True,Internal Infrastructure Failure,True,missing_data
869,INC-000848,20250512,2,2,4.0,21.4,25.5,928,31951.27,False,Network/Telco Failure,False,successful
870,INC-000849,20240819,4,4,,4.2,9.8,271,8774.02,False,Internal Infrastructure Failure,True,missing_data
871,INC-000850,20240520,6,6,6.0,50.1,56.1,4984,145676.97,True,Network/Telco Failure,False,successful
872,INC-000851,20240320,5,5,6.0,74.9,75.6,4644,157891.45,False,Software Deployment Bug,False,successful
873,INC-000852,20240413,5,5,7.0,28.8,43.6,3168,102919.59,True,Third-Party/Vendor Outage,False,successful
874,INC-000853,20251108,1,1,5.0,14.7,19.8,1063,11600.96,False,Software Deployment Bug,False,successful
875,INC-000854,20250924,5,5,7.0,10.1,20.2,542,15709.43,False,Network/Telco Failure,False,successful
876,INC-000855,20250903,2,2,4.0,10.7,17.7,1480,42920.69,True,Third-Party/Vendor Outage,False,successful
877,INC-000856,20240606,7,7,8.0,68.5,3572.9,936,24467.84,False,Network/Telco Failure,True,extended_mttr_outlier
878,INC-000857,20240704,3,3,2.0,6.9,230.1,496,6506.91,False,Network/Telco Failure,True,extended_mttr_outlier
879,INC-000858,20250324,6,6,1.0,13.9,37.3,918,35580.62,False,Internal Infrastructure Failure,False,successful
880,INC-000859,20240214,9,9,1.0,0.0,5.9,0,0.0,False,Internal Infrastructure Failure,True,false_alert
881,INC-000860,20250224,8,8,2.0,0.0,14.0,0,0.0,False,Software Deployment Bug,True,false_alert
882,INC-000861,20251123,4,4,6.0,47.8,56.8,2166,69711.36,False,Network/Telco Failure,False,successful
883,INC-000862,20250330,3,3,3.0,3.9,0.0,291,3573.69,False,Software Deployment Bug,False,self_resolved
884,INC-000863,20250404,5,5,4.0,36.9,39.4,2387,85161.69,False,Network/Telco Failure,False,successful
885,INC-000864,20250630,10,10,7.0,35.6,37.1,1115,25539.09,True,Network/Telco Failure,False,successful
886,INC-000865,20241112,8,8,4.0,5.5,7.8,128,2875.14,True,Third-Party/Vendor Outage,False,successful
887,INC-000866,20240717,5,5,7.0,41.0,47.1,2324,74731.35,False,Software Deployment Bug,False,successful
888,INC-000867,20251125,7,7,8.0,21.1,744.1,344,8861.74,False,Third-Party/Vendor Outage,True,extended_mttr_outlier
889,INC-000868,20250417,1,1,1.0,42.1,70.0,4052,48170.15,True,Internal Infrastructure Failure,False,successful
890,INC-000869,20241015,1,1,5.0,40.2,44.3,3063,32657.4,False,Third-Party/Vendor Outage,False,successful
891,INC-000870,20250529,3,3,7.0,16.1,31.3,843,9918.49,False,Third-Party/Vendor Outage,False,successful
892,INC-000871,20240614,5,5,1.0,5.9,2.2,291,8671.36,False,Internal Infrastructure Failure,True,logging_error
893,INC-000872,20240723,2,2,7.0,24.4,26.0,1066,44571.91,False,Network/Telco Failure,False,successful
894,INC-000873,20240913,5,5,1.0,4.5,12.4,289,9049.45,False,Internal Infrastructure Failure,False,successful
895,INC-000874,20240223,5,5,7.0,54.9,0.0,6980,254237.05,True,Third-Party/Vendor Outage,False,self_resolved
896,INC-000875,20250115,10,10,5.0,24.4,25.5,565,13380.84,True,Third-Party/Vendor Outage,False,successful
897,INC-000876,20251229,4,4,3.0,3.2,7.8,163,4958.52,False,Third-Party/Vendor Outage,True,duplicate_source
898,INC-000876,20251229,4,4,3.0,3.2,9.8,163,4958.52,False,Third-Party/Vendor Outage,True,duplicate_source
899,INC-000877,20241018,2,2,7.0,62.1,64.8,5104,180193.63,True,Third-Party/Vendor Outage,False,successful
900,INC-000878,20240613,2,2,1.0,5.6,13.5,338,12174.39,False,Internal Infrastructure Failure,False,successful
901,INC-000879,20241006,4,4,4.0,17.1,8.7,1692,68056.49,True,Third-Party/Vendor Outage,True,logging_error
902,INC-000880,20250609,6,6,3.0,3.8,17.6,205,6573.47,False,Network/Telco Failure,False,successful
903,INC-000881,20250323,2,2,1.0,0.0,2.6,0,0.0,True,Internal Infrastructure Failure,True,false_alert
904,INC-000882,20240403,2,2,1.0,15.8,25.6,844,30701.7,False,Internal Infrastructure Failure,False,successful
905,INC-000883,20240815,1,1,2.0,5.7,6.0,371,4192.06,False,Third-Party/Vendor Outage,False,successful
906,INC-000884,20241223,9,9,2.0,66.7,78.8,973,,False,Third-Party/Vendor Outage,True,missing_data
907,INC-000885,20250228,9,9,6.0,15.9,16.9,286,3353.54,False,Third-Party/Vendor Outage,False,successful
908,INC-000886,20250209,2,2,7.0,46.1,50.2,3992,134880.81,True,Software Deployment Bug,False,successful
909,INC-000887,20240829,3,3,5.0,7.5,0.0,575,6870.32,False,Third-Party/Vendor Outage,False,self_resolved
910,INC-000888,20240324,1,1,1.0,46.2,48.5,3909,42995.49,True,Internal Infrastructure Failure,False,successful
911,INC-000889,20250118,1,1,3.0,8.7,10.5,602,7807.89,False,Network/Telco Failure,False,successful
912,INC-000890,20240129,3,3,3.0,23.9,26.9,1386,17958.55,False,Software Deployment Bug,False,successful
913,INC-000891,20240411,6,6,2.0,2009.4,22.1,98274,3606737.96,False,Data/Logging Anomaly,True,outlier_downtime
914,INC-000892,20240529,3,3,7.0,13.4,658.0,1473,19407.11,True,Network/Telco Failure,True,extended_mttr_outlier
915,INC-000893,20240209,9,9,7.0,17.2,18.9,277,4419.13,False,Software Deployment Bug,False,successful
916,INC-000894,20250428,6,6,3.0,8.6,13.3,1113,45344.06,True,Network/Telco Failure,False,successful
917,INC-000895,20251223,1,1,6.0,26.0,29.6,1531,19302.65,False,Third-Party/Vendor Outage,False,successful
918,INC-000896,20250404,5,5,5.0,25.8,40.9,1854,56837.69,False,Third-Party/Vendor Outage,False,successful
919,INC-000897,20240322,4,4,7.0,13.8,20.3,661,22560.37,False,Third-Party/Vendor Outage,False,successful
920,INC-000898,20240919,3,3,6.0,6.2,3.2,475,5786.83,False,Network/Telco Failure,True,logging_error
921,INC-000899,20240602,4,4,6.0,5.5,29.3,330,12192.93,False,Third-Party/Vendor Outage,False,successful
922,INC-000900,20240423,9,9,6.0,63.4,34.4,1070,15102.55,False,Software Deployment Bug,True,logging_error
923,INC-000901,20240831,6,6,1.0,4.9,23.4,228,7816.13,False,Internal Infrastructure Failure,True,duplicate_source
924,INC-000901,20240831,6,6,1.0,4.9,25.0,228,7816.13,False,Internal Infrastructure Failure,True,duplicate_source
925,INC-000902,20241104,4,4,5.0,22.4,38.4,2515,96298.94,True,Third-Party/Vendor Outage,False,successful
926,INC-000903,20240218,4,4,4.0,12.0,15.3,540,15684.8,False,Network/Telco Failure,False,successful
927,INC-000904,20250305,3,3,6.0,36.5,37.8,4929,64690.35,True,Third-Party/Vendor Outage,False,successful
928,INC-000905,20240305,1,1,4.0,36.8,45.9,2737,31514.31,False,Third-Party/Vendor Outage,False,successful
929,INC-000906,20250526,8,8,7.0,6.0,175.9,118,2775.61,True,Third-Party/Vendor Outage,True,extended_mttr_outlier
930,INC-000907,20251009,5,5,1.0,80.0,80.2,7713,223047.63,True,Internal Infrastructure Failure,False,successful
931,INC-000908,20250611,2,2,6.0,34.4,39.7,3533,146170.81,True,Network/Telco Failure,False,successful
932,INC-000909,20240527,6,6,8.0,0.0,0.0,226,9129.8,False,Software Deployment Bug,True,ghost_impact
933,INC-000910,20250315,1,1,3.0,18.3,42.5,1892,19008.53,True,Third-Party/Vendor Outage,False,successful
934,INC-000911,20250921,4,4,5.0,36.5,18.7,2287,91884.22,False,Software Deployment Bug,True,logging_error
935,INC-000912,20240903,1,1,2.0,7.2,8.2,396,4221.92,False,Third-Party/Vendor Outage,False,successful
936,INC-000913,20240710,2,2,7.0,11.8,0.0,1391,44738.19,True,Third-Party/Vendor Outage,False,self_resolved
937,INC-000914,20250620,6,6,6.0,20.6,25.7,2871,103423.77,True,Software Deployment Bug,True,duplicate_source
938,INC-000914,20250620,6,6,6.0,20.6,25.0,2871,103423.77,True,Software Deployment Bug,True,duplicate_source
939,INC-000915,20240310,3,3,8.0,13.7,16.2,641,8217.84,False,Third-Party/Vendor Outage,False,successful
940,INC-000916,20250203,2,2,1.0,7.7,18.6,352,13511.3,False,Internal Infrastructure Failure,False,successful
941,INC-000917,20250426,3,3,6.0,0.0,0.0,319,3968.35,False,Third-Party/Vendor Outage,True,ghost_impact
942,INC-000918,20251012,10,10,7.0,15.3,26.5,240,6198.25,False,Third-Party/Vendor Outage,False,successful
943,INC-000919,20250117,3,3,8.0,9.3,13.8,857,8583.75,True,Software Deployment Bug,False,successful
944,INC-000920,20240117,1,1,1.0,4.0,5.4,199,2359.51,False,Internal Infrastructure Failure,False,successful
945,INC-000921,20241231,6,6,6.0,0.0,0.0,255,8745.02,False,Third-Party/Vendor Outage,True,ghost_impact
946,INC-000922,20241219,1,1,3.0,112.7,154.8,7678,77391.41,False,Network/Telco Failure,False,successful
947,INC-000923,20251103,1,1,1.0,43.6,50.7,5865,63142.8,True,Internal Infrastructure Failure,False,successful
948,INC-000924,20251005,1,1,1.0,19.8,386.2,1251,17026.91,False,Internal Infrastructure Failure,True,extended_mttr_outlier
949,INC-000925,20240416,2,2,5.0,80.1,100.8,4416,159643.77,False,Software Deployment Bug,False,successful
950,INC-000926,20240516,8,8,1.0,3.3,169.7,62,1443.73,False,Internal Infrastructure Failure,True,extended_mttr_outlier
951,INC-000927,20240215,1,1,1.0,16.9,17.2,803,11495.19,False,Internal Infrastructure Failure,False,successful
952,INC-000928,20241226,2,2,3.0,5.6,0.0,511,16601.46,True,Software Deployment Bug,False,self_resolved
953,INC-000929,20251020,3,3,2.0,17.4,24.0,2095,27269.9,True,Network/Telco Failure,False,successful
954,INC-000930,20251202,1,1,4.0,60.4,67.8,4536,65865.9,False,Third-Party/Vendor Outage,False,successful
955,INC-000931,20251213,8,8,3.0,88.4,91.2,2917,48140.78,True,Third-Party/Vendor Outage,False,successful
956,INC-000932,20251008,4,4,7.0,29.7,30.5,1385,44509.73,False,Network/Telco Failure,False,successful
957,INC-000933,20240518,9,9,6.0,4.1,13.6,73,1128.4,False,Third-Party/Vendor Outage,False,successful
958,INC-000934,20250413,9,9,6.0,53.2,65.8,1476,18781.32,True,Third-Party/Vendor Outage,False,successful
959,INC-000935,20241027,4,4,5.0,46.3,51.0,2724,87619.6,False,Network/Telco Failure,False,successful
960,INC-000936,20240214,1,1,8.0,3.4,3.7,245,3269.76,False,Network/Telco Failure,False,successful
961,INC-000937,20240212,1,1,5.0,35.7,41.7,3690,51766.31,True,Software Deployment Bug,False,successful
962,INC-000938,20241113,10,10,4.0,42.9,44.4,477,10421.49,False,Third-Party/Vendor Outage,False,successful
963,INC-000939,20250710,7,7,1.0,9.4,0.0,179,3273.34,False,Internal Infrastructure Failure,False,self_resolved
964,INC-000940,20250429,2,2,1.0,25.6,30.5,1975,73029.52,True,Internal Infrastructure Failure,False,successful
965,INC-000941,20240916,10,10,7.0,34.1,0.0,1058,22446.3,True,Third-Party/Vendor Outage,False,self_resolved
966,INC-000942,20251024,4,4,4.0,61.7,0.0,3542,118042.07,False,Network/Telco Failure,False,self_resolved
967,INC-000943,20241019,7,7,4.0,58.7,69.0,1738,35808.44,True,Software Deployment Bug,False,successful
968,INC-000944,20240218,1,1,3.0,21.4,0.0,2466,30642.05,True,Software Deployment Bug,False,self_resolved
969,INC-000945,20241006,2,2,8.0,0.0,10.6,0,0.0,True,Third-Party/Vendor Outage,True,false_alert
970,INC-000946,20250111,6,6,8.0,70.8,82.7,4775,151181.66,False,Third-Party/Vendor Outage,True,missing_data
971,INC-000947,20250213,6,6,5.0,83.2,86.4,4301,182626.28,False,Third-Party/Vendor Outage,False,successful
972,INC-000948,20250130,4,4,5.0,0.0,0.0,331,12120.27,False,Software Deployment Bug,True,ghost_impact
973,INC-000949,20240710,5,5,6.0,3.3,4.4,189,6642.65,False,Third-Party/Vendor Outage,False,successful
974,INC-000950,20251209,5,5,7.0,14.3,37.7,1014,37429.9,False,Third-Party/Vendor Outage,False,successful
975,INC-000951,20250111,1,1,7.0,43.0,44.6,4342,53898.46,True,Software Deployment Bug,False,successful
976,INC-000952,20240325,5,5,8.0,29.7,0.0,3427,121204.97,True,Third-Party/Vendor Outage,False,self_resolved
977,INC-000953,20240321,5,5,4.0,10.6,19.7,747,22641.39,False,Third-Party/Vendor Outage,False,successful
978,INC-000954,20250908,1,1,6.0,9.8,0.0,630,7983.16,False,Network/Telco Failure,False,self_resolved
979,INC-000955,20250712,4,4,3.0,16.8,17.6,1682,58508.37,True,Software Deployment Bug,False,successful
980,INC-000956,20241124,2,2,2.0,17.1,44.8,2288,75434.15,True,Third-Party/Vendor Outage,False,successful
981,INC-000957,20240322,1,1,2.0,24.1,24.2,1576,17325.35,False,Software Deployment Bug,False,successful
982,INC-000958,20251107,1,1,8.0,9.1,0.0,525,7144.02,False,Software Deployment Bug,False,self_resolved
983,INC-000959,20241109,1,1,5.0,0.0,0.0,77,1066.19,True,Third-Party/Vendor Outage,True,ghost_impact
984,INC-000960,20250909,5,5,1.0,8.3,15.6,581,19228.57,False,Internal Infrastructure Failure,True,duplicate_source
985,INC-000960,20250909,5,5,1.0,8.3,17.2,581,19228.57,False,Internal Infrastructure Failure,True,duplicate_source
986,INC-000961,20250312,3,3,4.0,5.2,9.1,328,3850.52,False,Network/Telco Failure,False,successful
987,INC-000962,20251207,9,9,8.0,0.0,0.0,181,2138.99,True,Third-Party/Vendor Outage,True,ghost_impact
988,INC-000963,20241225,3,3,6.0,7.9,20.4,654,9298.49,True,Third-Party/Vendor Outage,False,successful
989,INC-000964,20240213,5,5,6.0,18.3,30.9,2165,70858.24,True,Software Deployment Bug,False,successful
